Save,noxycon,ntemp,ndensity,norif,nsernum,ninjpres,ninjdur,nfuelt,nfueltemp,ninst,fileBaseName,date,readme,refs,oxycon,oxyconU,ambComp,ambCompU,MW,Ta,TaS,TaU,Ta_ai,Tbulk,dens,densS,densU,dens_ai,densbulk,ambP,Z,ZU,ambVelocity,ambVelocityU,ambVelTurbulence,ambVelTurbulenceU,vessGeom,injP,injPS,injPU,Tfuel,TfuelS,TfuelU,Tnozzle,TnozzleS,TnozzleU,roi,roiS,roiU,injDur,injDurS,injDurU,injMass,injMassS,injMassU,Cd,CdU,Ca,CaU,orifDiam,orifDiamU,nozGeom,nozGeomU,needlePos,needlePosU,injlag,fuelprops,liqlen,liqlenS,liqlenU,liftoff,liftoffS,liftoffU,igndly,igndlyS,igndlyU,igndlyL,igndlyLS,igndlyLU,pressCV,jetpen,flamelength,spreadAngle,mixing,velocity,combSpecies,liqVol,dropDia,soot,movie,AddFiles
-,mole fraction %,K,kg/m3,mm,-,MPa,ms,-,K,-,-,-,-,-,mole fraction %,mole fraction %,mole fraction %,mole fraction %,-,K,K,K,K,K,kg/m3,kg/m3,kg/m3,kg/m3,kg/m3,MPa,-,-,m/s,m/s,m/s,m/s,-,MPa,MPa,MPa,K,K,K,K,K,K,mg/ms,mg/ms,mg/ms,ms,ms,ms,mg,mg,mg,-,-,-,-,mm,mm,-,-,mm,mm,ms,-,mm,mm,mm,mm,mm,mm,ms,ms,ms,ms,ms,ms,MPa,mm,mm,degrees,F/A ratio by number,m/s,-,liquid volume fraction,mm,-,-,-
-,vol%,K,kg/m<sup>3</sup>,mm,-,MPa,ms,-,K,-,-,-,-,-,%,%,%,%,-,K,K,K,K,K,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,MPa,-,-,m/s,m/s,m/s,m/s,-,MPa,MPa,MPa,K,K,K,K,K,K,mg/ms,mg/ms,mg/ms,ms,ms,ms,mg,mg,mg,-,-,-,-,mm,mm,-,-,mm,mm,ms,-,mm,mm,mm,mm,mm,mm,ms,ms,ms,ms,ms,ms,MPa,mm,mm,degrees,F/A ratio by number,m/s,-,liq vol fraction,mm,-,-,-
718,15,850,22.8,0.090ks-a,A210370,150,>4,G50,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,851.175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.41,2.970413544,-,-,-,-,0.543,63.4428877,-,-,-,-,-,-,-,-,-,-,-,-,-
719,15,900,22.8,0.090ks-a,A210370,150,>4,G50,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,897.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.97,1.683250823,-,-,-,-,0.379,33.66501646,-,-,-,-,-,-,-,-,-,-,-,-,-
720,15,1000,22.8,0.090ks-a,A210370,150,>4,G50,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1002.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.77,1.313250527,-,-,-,-,0.27,25.88435821,-,-,-,-,-,-,-,-,-,-,-,-,-
721,15,1100,22.8,0.090ks-a,A210370,150,>4,G50,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1102.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.91,0.644769116,-,-,-,-,0.205,13.41640786,-,-,-,-,-,-,-,-,-,-,-,-,-
722,15,1200,22.8,0.090ks-a,A210370,150,>4,G50,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.2,1.095445115,-,-,-,-,0.146,21.9089023,-,-,-,-,-,-,-,-,-,-,-,-,-
723,15,750,22.8,0.090ks-a,A210370,150,>4,G50A,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,753.4333333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.7,4.085168157,-,-,-,-,1.626,119.3035345,-,-,-,-,-,-,-,-,-,-,-,-,-
724,15,800,22.8,0.090ks-a,A210370,150,>4,G50A,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,805.6333333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,3.5,-,-,-,-,0.859,117.8982612,-,-,-,-,-,-,-,-,-,-,-,-,-
725,15,850,22.8,0.090ks-a,A210370,150,>4,G50A,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,855.2666667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,2.7,-,-,-,-,0.626,119.3035345,-,-,-,-,-,-,-,-,-,-,-,-,-
726,15,900,22.8,0.090ks-a,A210370,150,>4,G50A,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,904.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.2,1.442898524,-,-,-,-,0.404,23.09401077,-,-,-,-,-,-,-,-,-,-,-,-,-
727,15,1000,22.8,0.090ks-a,A210370,150,>4,G50A,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1001.333333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.4,1.6,-,-,-,-,0.247,0,-,-,-,-,-,-,-,-,-,-,-,-,-
728,15,1100,22.8,0.090ks-a,A210370,150,>4,G50A,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.1,1.2,-,-,-,-,0.126,0,-,-,-,-,-,-,-,-,-,-,-,-,-
729,15,1200,22.8,0.090ks-a,A210370,150,>4,G50A,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1205.333333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,1.515228817,-,-,-,-,0.099,21.21320344,-,-,-,-,-,-,-,-,-,-,-,-,-
730,15,750,22.8,0.090ks-a,A210370,150,>4,MD,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
731,15,800,22.8,0.090ks-a,A210370,150,>4,MD,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,803,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.4,1.453844224,-,-,-,-,1.882,50.33222957,-,-,-,-,-,-,-,-,-,-,-,-,-
732,15,850,22.8,0.090ks-a,A210370,150,>4,MD,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,853,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.5,3.011695771,-,-,-,-,0.849,72.11102551,-,-,-,-,-,-,-,-,-,-,-,-,-
733,15,900,22.8,0.090ks-a,A210370,150,>4,MD,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,897,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.53,1.809131603,-,-,-,-,0.638,40.41451884,-,-,-,-,-,-,-,-,-,-,-,-,-
734,15,1000,22.8,0.090ks-a,A210370,150,>4,MD,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.3,1.713325934,-,-,-,-,0.371,34.64101615,-,-,-,-,-,-,-,-,-,-,-,-,-
735,15,1100,22.8,0.090ks-a,A210370,150,>4,MD,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.08,0.945411066,-,-,-,-,0.238,17.32050808,-,-,-,-,-,-,-,-,-,-,-,-,-
736,15,1200,22.8,0.090ks-a,A210370,150,>4,MD,363,Sandia,-,16-Apr-12,-,"<a href='/references/?table_filter=2019-00166' target='_blank'>Manin, 2014</a>",15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.46,1.141791096,-,-,-,-,0.157,18.92969449,-,-,-,-,-,-,-,-,-,-,-,-,-
737,0,900,22.8,0.090ks-a,A210370,150,>4,SME,363,Sandia,-,30-Aug-12,<a href='/cvdata/assets/datafiles/readme/bkldnVBD-readme.txt' target='_blank'>Readme</a>,"<a href='/references/?table_filter=2019-00167' target='_blank'>Nerva, 2012</a>",0,-,O2 = 0; N2 = 89.71; CO2 = 6.52; H2O = 3.77,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,-,-,22.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/pen/bkldVBD-pen.txt' target='_blank'>PenvsT</a>,-,-,-,-,-,-,-,-,-,-
738,15,900,22.8,0.090ks-a,A210370,150,>4,SME,363,Sandia,-,30-Aug-12,<a href='/cvdata/assets/datafiles/readme/jkldn-readme.txt' target='_blank'>Readme</a>,"<a href='/references/?table_filter=2019-00167' target='_blank'>Nerva, 2012</a>",15,-,O2 = 15; N2 = 75.15; CO2 = 6.23; H2O = 3.62,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,-,-,22.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.2,-,-,26.1765,1.0351,-,-,-,-,0.709,0.0647,-,-,-,-,-,-,-,-,-,-,-,-,-
739,15,1000,22.8,0.090ks-a,A210370,150,>4,SME,363,Sandia,-,30-Aug-12,<a href='/cvdata/assets/datafiles/readme/jildn-readme.txt' target='_blank'>Readme</a>,"<a href='/references/?table_filter=2019-00167' target='_blank'>Nerva, 2012</a>",15,-,O2 = 15; N2 = 75.15; CO2 = 6.23; H2O = 3.62,-,-,-,-,-,-,-,-,-,-,-,-,6.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,-,-,22.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.6,-,-,17.2657,1.2454,-,-,-,-,0.3875,0.0442,-,-,-,-,-,-,-,-,-,-,-,-,-
740,0,900,22.8,0.200k0-a,C210037,150,>4,nC12,363,Sandia,ABKLDCLASRDE,1-May-15,<a href='/cvdata/assets/datafiles/readme/ABKLDCLASRDE.txt' target='_blank'>Readme</a>,"<a href='/pub-links/nm001/spraycd/' target='_blank'>Spray CD</a>, <a href='https://anl.app.box.com/v/XRaySpray/folder/78505578702' target='_blank'>Needle Movement Data</a>",0,-,O2 = 0; N2 = 89.71; CO2 = 6.52; H2O = 3.77;,-,28.68,903.18,5.74,1.7307,-,-,-,-,-,-,-,6.08,1.0159,1.15E-05,-,-,-,-,-,154.7,5,1.5,900,-,-,-,-,-,<a href='https://www.cmt.upv.es/#/ecn/download/nozzlecharac/ncSprayCDRateOfInj' target='_blank'>Rate of Injection</a>,-,-,>4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.38; <a href='/cvdata/assets/datafiles/liq/BKLDC_avg_LiqPen.txt' target='_blank'>BKLDC_avg_LiqPen.txt</a>,0.29,0.087438,-,-,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/pen/BKLDC_avg_pen.txt' target='_blank'>BKLDC_avg_pen.txt</a>,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/pen/ABKLDCLASRDE006.avi' target='_blank'>Pen Movie</a>,-
741,0,900,22.8,0.186ks-a,D209134,150,>4,nC12,363,Sandia,ABKLDDLASRDE,1-May-15,<a href='/cvdata/assets/datafiles/readme/ABKLDDLASRDE.txt' target='_blank'>Readme</a>,"<a href='/pub-links/nm001/spraycd/' target='_blank'>Spray CD</a>, <a href='https://anl.app.box.com/v/XRaySpray/folder/78505578702' target='_blank'>Needle Movement Data</a>, <a href='/workshop/ECN4/Fredrik%20Westlye.pdf' target='_BLANK'>High temporal DBI standard</a>, <a href='/BibTeXReferences/downloadReference.php/?id=2019-00171' target='_BLANK'>Bibtex</a>",0,-,O2 = 0; N2 = 89.71; CO2 = 6.52; H2O = 3.77;,-,28.68,903.49,3.76,0.8626,-,-,-,-,-,-,-,6.01,1.0157,4.75E-05,-,-,-,-,-,154,3.9,0.9,900,-,-,-,-,-,<a href='https://www.cmt.upv.es/#/ecn/download/nozzlecharac/ncSprayCDRateOfInj' target='_blank'>Rate of Injection</a>,-,-,>4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/liq/BKLDD_avg_LiqPen.txt' target='_blank'>BKLDD_avg_LiqPen.txt</a>,-,-,-,-,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/pen/BKLDD_avg_pen.txt' target='_blank'>BKLDD_avg_pen.txt</a>,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/pen/ABKLDDLASRDE014.avi' target='_blank'>Pen Movie</a>,-
742,15,1200,22.8,0.200k0-a,C210037,150,>4,nC12,363,Sandia,AJELDCLASREK,1-Nov-16,<a href='/cvdata/assets/datafiles/readme/AJELDCLASREK.txt' target='_blank'>Readme</a>,"<a href='/pub-links/nm001/spraycd/' target='_blank'>Spray CD</a>, <a href='https://anl.app.box.com/v/XRaySpray/folder/78505578702' target='_blank'>Needle Movement Data</a>",15,-,O2 = 15; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1205.27,1.4,0.98995,-,-,-,-,-,-,-,7.9,1.0174,8.49E-06,-,-,-,-,-,150.1,0.2,0.2,1200,-,-,-,-,-,<a href='https://www.cmt.upv.es/#/ecn/download/nozzlecharac/ncSprayCDRateOfInj' target='_blank'>Rate of Injection</a>,-,-,>4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.97; <a href='/cvdata/assets/datafiles/liq/AJELDC_avg_LiqPen.txt' target='_blank'>AJELDC_avg_LiqPen.txt</a>,0.25,0.17678,9.997,0.052,0.03677,0.2021,0.0004,0.00028284,0.1889,0.0201,0.014213,<a href='/cvdata/assets/datafiles/press/AJELDCmeanPress.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/soot/AJELDCLASREK_soot.txt' target='_blank'>Soot Mass</a>; <a href='/cvdata/assets/datafiles/soot/AJELDCLASREK.tif' target='_blank'>Quasi-Steady KL</a>; <a href='/cvdata/assets/datafiles/soot/AJELDCLASREK_x.txt' target='_blank'>x-data</a>; <a href='/cvdata/assets/datafiles/soot/AJELDCLASREK_r.txt' target='_blank'>r-data</a>; max KL: 2.6976,<a href='/cvdata/assets/datafiles/oh/ajeldclasrek002.avi' target='_blank'>OH Movie</a>; <a href='/cvdata/assets/datafiles/soot/ajeldclasrek002.avi' target='_blank'>Soot Movie</a>,-
743,15,1200,22.8,0.186ks-a,D209134,150,>4,nC12,363,Sandia,AJELDDLASREK,1-Nov-16,<a href='/cvdata/assets/datafiles/readme/AJELDDLASREK.txt' target='_blank'>Readme</a>,"<a href='/pub-links/nm001/spraycd/' target='_blank'>Spray CD</a>, <a href='https://anl.app.box.com/v/XRaySpray/folder/78505578702' target='_blank'>Needle Movement Data</a>",15,-,O2 = 15; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1203.57,1.68,0.84,-,-,-,-,-,-,-,7.9,1.0174,8.50E-06,-,-,-,-,-,150.6,0.2,0.1,1200,-,-,-,-,-,<a href='https://www.cmt.upv.es/#/ecn/download/nozzlecharac/ncSprayCDRateOfInj' target='_blank'>Rate of Injection</a>,-,-,>4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.47; <a href='/cvdata/assets/datafiles/liq/AJELDD_avg_LiqPen.txt' target='_blank'>AJELDD_avg_LiqPen.txt</a>,0.15,0.075,-,-,-,0.1716,0.0128,0.0064,-,-,-,<a href='/cvdata/assets/datafiles/press/AJELDDmeanPress.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/soot/AJELDDLASREK_soot.txt' target='_blank'>Soot Mass</a>; <a href='/cvdata/assets/datafiles/soot/AJELDDLASREK.tif' target='_blank'>Quasi-Steady KL</a>; <a href='/cvdata/assets/datafiles/soot/AJELDDLASREK_x.txt' target='_blank'>x-data</a>; <a href='/cvdata/assets/datafiles/soot/AJELDDLASREK_r.txt' target='_blank'>r-data</a>; max KL: 2.5203,<a href='/cvdata/assets/datafiles/oh/ajelddlasrek004.avi' target='_blank'>OH Movie</a>; <a href='/cvdata/assets/datafiles/soot/ajelddlasrek003.avi' target='_blank'>Soot Movie</a>,-
744,15,1100,22.8,0.200k0-a,C210037,150,>4,nC12,363,Sandia,AJGLDCLASREK,1-Nov-16,<a href='/cvdata/assets/datafiles/readme/AJGLDCLASREK.txt' target='_blank'>Readme</a>,"<a href='/pub-links/nm001/spraycd/' target='_blank'>Spray CD</a>, <a href='https://anl.app.box.com/v/XRaySpray/folder/78505578702' target='_blank'>Needle Movement Data</a>",15,-,O2 = 15; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,1104.31,1.29,0.57691,-,-,-,-,-,-,-,7.23,1.0168,1.16E-05,-,-,-,-,-,150.4,0.4,0.2,1100,-,-,-,-,-,<a href='https://www.cmt.upv.es/#/ecn/download/nozzlecharac/ncSprayCDRateOfInj' target='_blank'>Rate of Injection</a>,-,-,>4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.18; <a href='/cvdata/assets/datafiles/liq/AJGLDC_avg_LiqPen.txt' target='_blank'>AJGLDC_avg_LiqPen.txt</a>,0.19,0.084971,12.378,0.433,0.19364,0.234,0.0081,0.0036224,0.2455,0.0082,0.0036672,<a href='/cvdata/assets/datafiles/press/AJGLDCmeanPress.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/soot/AJGLDCLASREK_soot.txt' target='_blank'>Soot Mass</a>; <a href='/cvdata/assets/datafiles/soot/AJGLDCLASREK.tif' target='_blank'>Quasi-Steady KL</a>; <a href='/cvdata/assets/datafiles/soot/AJGLDCLASREK_x.txt' target='_blank'>x-data</a>; <a href='/cvdata/assets/datafiles/soot/AJGLDCLASREK_r.txt' target='_blank'>r-data</a>; max KL: 2.6275,<a href='/cvdata/assets/datafiles/oh/ajgldclasrek003.avi' target='_blank'>OH Movie</a>; <a href='/cvdata/assets/datafiles/soot/ajgldclasrek003.avi' target='_blank'>Soot Movie</a>,-
